域名	解析IP	开放端口	WEB服务器	网站状态
repo.aliyun.com	114.55.85.151	80	nginx/1.4.6 (Ubuntu)	80:正常访问
yundun.aliyun.com	101.37.183.171,101.37.183.170	80,443	Tengine	80:正常访问
yunqi.aliyun.com	106.11.62.15	80,443	Tengine/Aserver	80:正常访问
pi.aliyun.com	120.55.105.188	80	-	80:(502) 错误的网关
zijian.aliyun.com	106.11.62.15	80,443	Tengine	80:正常访问
whois.aliyun.com	106.11.62.15	80,443	Tengine	80:正常访问
member.aliyun.com	140.205.135.3	80,443	Tengine	80:(504) 网关超时
s.aliyun.com	140.205.172.1	80,443	-	80:(404) 未找到
shuju.aliyun.com	140.205.34.12	80,443	Tengine/Aserver	80:正常访问
phpwind-dingtalk.aliyun.com	140.205.32.13	80,443	Tengine/Aserver	80:正常访问
opensearch.aliyun.com	11.141.159.4,11.226.7.127	-	端口未开放	端口未开放
partner.aliyun.com	140.205.172.21	80,443	Tengine/Aserver	80:正常访问
register.mail.aliyun.com	110.75.48.138	-	端口未开放	端口未开放
render.aliyun.com	42.120.77.3	-	端口未开放	端口未开放
render-old.aliyun.com	42.120.77.1	-	端口未开放	端口未开放
shisheng.aliyun.com	42.156.141.3	-	端口未开放	端口未开放
ss.aliyun.com	42.156.141.3	-	端口未开放	端口未开放
buy.aliyun.com	140.205.172.20	80,443	Tengine/Aserver	80:正常访问
wafcluster.aliyun.com	42.121.43.70	-	端口未开放	端口未开放
ditu.aliyun.com	140.205.34.13	80,443	Tengine/Aserver	80:(404) 未找到
docs.aliyun.com	140.205.172.21	80,443	Tengine/Aserver	80:正常访问
browser.aliyun.com	140.205.172.1	80,443		80:正常访问
ace.console.aliyun.com	140.205.135.3	80,443	Tengine	80:正常访问
beian.aliyun.com	140.205.135.3	80,443	Tengine	80:正常访问
zixun.aliyun.com	10.195.137.12,10.195.88.69	-	端口未开放	端口未开放
gc.ditu.aliyun.com	42.156.141.25	80	Tengine/1.5.1	80:(403) 已禁止
blog.rds.aliyun.com	121.199.250.10	80	Tengine	80:(512)
a.aliyun.com	203.119.201.163,203.119.216.206,203.119.205.65,203.119.216.207	80	Tengine	80:正常访问
v.aliyun.com	140.205.172.21	80,443	Tengine	80:正常访问
q.aliyun.com	101.132.88.93	80	-	80:(405) 不允许的方法
d.aliyun.com	110.75.167.27	-	端口未开放	端口未开放
d1.aliyun.com	121.43.66.25	-	端口未开放	端口未开放
p.aliyun.com	110.75.167.27	-	端口未开放	端口未开放
api.aliyun.com	106.11.62.15	80,443	Tengine	80:正常访问
ai.aliyun.com	140.205.135.3	80,443	Tengine	80:正常访问
user.aliyun.com	110.75.167.140	-	端口未开放	端口未开放
app.aliyun.com	101.37.183.171,101.37.183.170	80,443	Tengine	80:(404) 未找到
map.aliyun.com	140.205.34.13	80,443	Tengine/Aserver	80:(404) 未找到
as.aliyun.com	47.92.62.11,47.92.21.3,47.92.21.240,47.92.21.241,47.92.21.243,47.92.62.8,47.92.21.242,47.92.21.244,47.92.62.9,47.92.62.10	80,443	openresty/1.11.2.3	80:正常访问
static.aliyun.com	140.205.135.3	80,443	Tengine	80:(403) 已禁止
feedback.aliyun.com	140.205.230.3	80,443	Tengine/Aserver	80:正常访问
ceo.aliyun.com	140.205.32.13	80,443	Tengine/Aserver	80:正常访问
system.aliyun.com	140.205.135.3	80,443	Tengine	80:(504) 网关超时
corp.aliyun.com	140.205.135.3	80,443	Tengine	80:正常访问
report.aliyun.com	140.205.172.20	80,443	Tengine/Aserver	80:正常访问
openapi.aliyun.com	121.199.250.10	80	Tengine	80:(512)
cms.aliyun.com	140.205.37.179	-	端口未开放	端口未开放
pass.aliyun.com	203.119.214.115	80,443	Tengine/Aserver	80:(404) 未找到
ip.aliyun.com	139.224.172.121,106.15.25.132,139.196.1.144	80		80:正常访问
cn.aliyun.com	140.205.172.21	80,443	Tengine/Aserver	80:正常访问
crm.aliyun.com	140.205.135.3	80,443	Tengine	80:(504) 网关超时
hot.aliyun.com	110.75.3.112	-	端口未开放	端口未开放
mobile.aliyun.com	10.249.201.10	-	端口未开放	端口未开放
msg.aliyun.com	140.205.38.78	-	端口未开放	端口未开放
portal.aliyun.com	140.205.135.3	80,443	Tengine	80:正常访问
service.aliyun.com	140.205.243.89,140.205.241.7	80,443	Tengine/Aserver	80:正常访问
test.aliyun.com	42.156.190.16	-	端口未开放	端口未开放
huodong.aliyun.com	42.171.72.2	-	端口未开放	端口未开放
product.aliyun.com	110.75.167.27	-	端口未开放	端口未开放
payment.aliyun.com	47.88.198.39	80,443	Tengine	80:正常访问
client.aliyun.com	140.205.172.1	80,443		80:正常访问
zhidao.aliyun.com	139.196.67.154,106.15.100.124,106.15.100.122,106.15.100.116,106.15.100.115,106.15.100.125,106.15.100.127,139.196.67.152,106.15.100.113,106.15.100.117,106.15.100.126,106.15.100.114	80,443	Tengine	80:尝试自动重定向的次数太多
ads.aliyun.com	182.92.18.17	-	端口未开放	端口未开放
tools.aliyun.com	140.205.135.3	80,443	Tengine	80:(504) 网关超时
sec.aliyun.com	110.75.169.228	-	端口未开放	端口未开放
agent.aliyun.com	140.205.16.92,42.120.239.125	80,443	Tengine	80:正常访问
dl.aliyun.com	42.156.141.75	80,443	获取失败	80:-
monitor.aliyun.com	42.120.158.151	-	端口未开放	端口未开放
search.aliyun.com	100.67.76.19	-	端口未开放	端口未开放
cf.aliyun.com	203.119.207.129	80,443	Tengine/Aserver	80:(404) 未找到
club.aliyun.com	140.205.135.3	80,443	Tengine	80:正常访问
connect.aliyun.com	106.15.100.126,106.15.100.113,139.196.67.152,106.15.100.117,106.15.100.122,106.15.100.116,106.15.100.127,106.15.100.125,106.15.100.114,139.196.67.154,106.15.100.124,106.15.100.115	80,443	Tengine	80:(500) 内部服务器错误
cs.aliyun.com	140.205.172.20	80,443	Tengine/Aserver	80:(404) 未找到
domain.aliyun.com	106.11.62.15	80,443	Tengine	80:正常访问
dns.aliyun.com	106.11.62.15	80,443	Tengine	80:正常访问
edu.aliyun.com	180.97.161.96	80,443		80:正常访问
et.aliyun.com	140.205.34.12	80,443	Tengine/Aserver	80:正常访问
ia.aliyun.com	140.205.135.3	80,443	Tengine	80:(405) 不允许的方法
int.aliyun.com	47.88.251.175	80,443	Tengine	80:正常访问
jp.aliyun.com	47.91.8.7	80,443	Tengine	80:正常访问
gateway.aliyun.com	140.205.135.3	80,443	Tengine	80:(504) 网关超时
exchange.aliyun.com	42.121.84.57,42.121.84.56	-	端口未开放	端口未开放
passport.aliyun.com	140.205.135.3	80,443	获取失败	80:-
hub.aliyun.com	42.120.158.159	-	端口未开放	端口未开放
imap.aliyun.com	140.205.94.8	-	端口未开放	端口未开放
live.aliyun.com	120.26.39.193	80,443	Apache	80:(404) 未找到
me.aliyun.com	140.205.33.5	80,443		80:正常访问
lab.aliyun.com	114.55.206.155	-	端口未开放	端口未开放
billing.aliyun.com	140.205.172.21	80,443	获取失败	80:-
marketplace.aliyun.com	100.67.102.18,100.67.111.67	-	端口未开放	端口未开放
mc.aliyun.com	140.205.135.3	80,443	Tengine	80:(504) 网关超时
ntp.aliyun.com	203.107.6.88	-	端口未开放	端口未开放
mirror.aliyun.com	42.120.57.110	80,443	获取失败	80:-
ns3.aliyun.com	106.11.35.30,106.11.35.29	-	端口未开放	端口未开放
ns4.aliyun.com	140.205.71.248,42.156.241.248	-	端口未开放	端口未开放
ns2.aliyun.com	203.209.254.28	-	端口未开放	端口未开放
ns1.aliyun.com	110.75.162.225	-	端口未开放	端口未开放
ns5.aliyun.com	140.205.2.187,198.11.138.248	-	端口未开放	端口未开放
retail.aliyun.com	140.205.135.3	80,443	Tengine	80:正常访问
signin.aliyun.com	140.205.34.12	80,443	Tengine/Aserver	80:正常访问
pop.aliyun.com	110.75.167.19	-	端口未开放	端口未开放
pop3.aliyun.com	140.205.94.7	-	端口未开放	端口未开放
proxy.aliyun.com	10.118.12.37	-	端口未开放	端口未开放
pw.aliyun.com	110.75.167.168	-	端口未开放	端口未开放
support.aliyun.com	106.11.62.15	80,443	Tengine	80:尝试自动重定向的次数太多
sa.aliyun.com	140.205.135.3	80,443	Tengine	80:(504) 网关超时
sac.aliyun.com	140.205.176.125	-	端口未开放	端口未开放
site.aliyun.com	110.75.167.168	-	端口未开放	端口未开放
registry.aliyun.com	42.120.57.110	80,443	获取失败	80:-
smtp.aliyun.com	140.205.94.10	-	端口未开放	端口未开放
tm.aliyun.com	140.205.135.3	80,443	Tengine	80:正常访问
tech.aliyun.com	106.11.62.15	80,443	Tengine	80:(504) 网关超时
work.aliyun.com	42.120.219.99	80,443	Tengine	80:正常访问
upload.aliyun.com	140.205.135.3	80,443	Tengine	80:(504) 网关超时
xls.aliyun.com	140.205.135.3	80,443	Tengine	80:正常访问
face.aliyun.com	218.60.112.65	80,443	nginx/1.8.0	80:正常访问
wifi.aliyun.com	127.0.0.1	-	端口未开放	端口未开放
studio.aliyun.com	140.205.34.12	80,443	获取失败	80:-
record.aliyun.com	106.11.248.145	80	Tengine	80:正常访问
index.aliyun.com	140.205.37.172,140.205.173.242	-	端口未开放	端口未开放
college.aliyun.com	139.196.135.143,139.196.135.156,139.196.135.158,139.196.135.155,106.15.100.121,106.15.100.123,106.15.100.136,139.196.135.157,139.196.67.174,106.15.100.120	80,443	Tengine	80:正常访问
shell.aliyun.com	106.15.24.148	443		443:正常访问
cloud.aliyun.com	10.249.201.1	-	端口未开放	端口未开放
job.aliyun.com	110.75.178.223,110.75.178.224	-	端口未开放	端口未开放
listen.aliyun.com	139.196.67.154,106.15.100.117,106.15.100.114,106.15.100.127,139.196.67.152,106.15.100.113,106.15.100.125,106.15.100.124,106.15.100.115,106.15.100.116,106.15.100.126,106.15.100.122	80,443	Tengine	80:(500) 内部服务器错误
performance.aliyun.com	140.205.135.3	80,443	Tengine	80:正常访问
arm.aliyun.com	42.156.141.24	-	端口未开放	端口未开放
notice.aliyun.com	110.75.3.80,110.75.3.72	-	端口未开放	端口未开放
pin.aliyun.com	140.205.172.20	80,443	Tengine/Aserver	80:(404) 未找到
stuff.aliyun.com	140.205.29.156	-	端口未开放	端口未开放
terms.aliyun.com	124.232.170.96,124.232.170.95	80,443	Tengine	80:(403) 已禁止
translation.aliyun.com	110.75.167.2	-	端口未开放	端口未开放
times.aliyun.com	120.25.115.19	-	端口未开放	端口未开放
gone.aliyun.com	101.132.186.34	-	端口未开放	端口未开放
errors.aliyun.com	140.205.230.3	80,443	Tengine/Aserver	80:(403) 已禁止
status.aliyun.com	106.11.62.15	80,443	Tengine	80:(504) 网关超时
survey.aliyun.com	203.119.207.242	80,443	Tengine/Aserver	80:正常访问
topic.aliyun.com	47.88.251.173	80,443	Tengine	80:正常访问
attach.aliyun.com	115.124.18.133	-	端口未开放	端口未开放
radar.aliyun.com	140.205.172.21	80,443	Tengine/Aserver	80:(404) 未找到
104.cdn.aliyun.com	183.61.180.222	80,443	Tengine	80:(403) 已禁止
197.cdn.aliyun.com	183.61.180.222	80,443	Tengine	80:(403) 已禁止
217.cdn.aliyun.com	183.61.180.222	80,443	Tengine	80:(403) 已禁止
218.cdn.aliyun.com	183.61.180.222	80,443	Tengine	80:(403) 已禁止
211.cdn.aliyun.com	183.61.180.222	80,443	Tengine	80:(403) 已禁止
231.cdn.aliyun.com	183.61.180.222	80,443	Tengine	80:(403) 已禁止
229.cdn.aliyun.com	183.61.180.222	80,443	Tengine	80:(403) 已禁止
223.cdn.aliyun.com	183.61.180.222	80,443	Tengine	80:(403) 已禁止
227.cdn.aliyun.com	183.61.180.222	80,443	Tengine	80:(403) 已禁止
242.cdn.aliyun.com	183.61.180.222	80,443	Tengine	80:(403) 已禁止
36.cdn.aliyun.com	183.61.180.222	80,443	Tengine	80:(403) 已禁止
3g.cdn.aliyun.com	183.61.180.222	80,443	Tengine	80:(403) 已禁止
49.cdn.aliyun.com	183.61.180.222	80,443	Tengine	80:(403) 已禁止
123.aliyun.com	106.11.62.15	80,443	Tengine	80:(504) 网关超时
99.cdn.aliyun.com	183.61.180.222	80,443	Tengine	80:(403) 已禁止
abc.cdn.aliyun.com	183.61.180.222	80,443	Tengine	80:(403) 已禁止
anquanbao.cdn.aliyun.com	183.61.180.222	80,443	Tengine	80:(403) 已禁止
api.app.aliyun.com	203.119.214.116	80,443	Tengine/Aserver	80:(403) 已禁止
api.m.aliyun.com	203.119.214.254	80,443	Tengine/Aserver	80:(403) 已禁止
att.cdn.aliyun.com	183.61.180.222	80,443	Tengine	80:(403) 已禁止
baidu.cdn.aliyun.com	183.61.180.222	80,443	Tengine	80:(403) 已禁止
bj02.cdn.aliyun.com	183.61.180.222	80,443	Tengine	80:(403) 已禁止
bj01.cdn.aliyun.com	183.61.180.222	80,443	Tengine	80:(403) 已禁止
appstore.aliyun.com	100.67.79.188	-	端口未开放	端口未开放
brand.aliyun.com	101.37.183.170,101.37.183.171	80,443	Tengine	80:正常访问
cache.cdn.aliyun.com	183.61.180.222	80,443	Tengine	80:(403) 已禁止
cf2.aliyun.com	203.119.201.198	80,443	Tengine	80:(404) 未找到
ct.cdn.aliyun.com	183.61.180.222	80,443	Tengine	80:(403) 已禁止
cu.cdn.aliyun.com	183.61.180.222	80,443	Tengine	80:(403) 已禁止
dayu.aliyun.com	140.205.135.3	80,443	Tengine	80:正常访问
dhub.aliyun.com	127.0.0.1	-	端口未开放	端口未开放
exmail.aliyun.com	106.11.62.15	80,443	Tengine	80:正常访问
fk.cdn.aliyun.com	183.61.180.222	80,443	Tengine	80:(403) 已禁止
flink.aliyun.com	106.15.100.114,106.15.100.122,139.196.67.154,106.15.100.124,106.15.100.125,106.15.100.117,106.15.100.127,106.15.100.126,106.15.100.113,139.196.67.152,106.15.100.115,106.15.100.116	80,443	Tengine	80:尝试自动重定向的次数太多
gz01.cdn.aliyun.com	183.61.180.222	80,443	Tengine	80:(403) 已禁止
gz02.cdn.aliyun.com	183.61.180.222	80,443	Tengine	80:(403) 已禁止
gz04.cdn.aliyun.com	183.61.180.222	80,443	Tengine	80:(403) 已禁止
gz03.cdn.aliyun.com	183.61.180.222	80,443	Tengine	80:(403) 已禁止
hk02.cdn.aliyun.com	183.61.180.222	80,443	Tengine	80:(403) 已禁止
hk05.cdn.aliyun.com	183.61.180.222	80,443	Tengine	80:(403) 已禁止
hk021.cdn.aliyun.com	183.61.180.222	80,443	Tengine	80:(403) 已禁止
hk04.cdn.aliyun.com	183.61.180.222	80,443	Tengine	80:(403) 已禁止
hk022.cdn.aliyun.com	183.61.180.222	80,443	Tengine	80:(403) 已禁止
hk01.cdn.aliyun.com	183.61.180.222	80,443	Tengine	80:(403) 已禁止
hk03.cdn.aliyun.com	183.61.180.222	80,443	Tengine	80:(403) 已禁止
hk06.cdn.aliyun.com	183.61.180.222	80,443	Tengine	80:(403) 已禁止
geci.aliyun.com	10.249.199.13	-	端口未开放	端口未开放
hz.cdn.aliyun.com	183.61.180.222	80,443	Tengine	80:(403) 已禁止
hz02.cdn.aliyun.com	183.61.180.222	80,443	Tengine	80:(403) 已禁止
hz01.cdn.aliyun.com	183.61.180.222	80,443	Tengine	80:(403) 已禁止
img1.cdn.aliyun.com	183.61.180.222	80,443	Tengine	80:(403) 已禁止
imgcache.cdn.aliyun.com	183.61.180.222	80,443	Tengine	80:(403) 已禁止
jianzhan.aliyun.com	140.205.135.3	80,443	Tengine	80:正常访问
hongbao.aliyun.com	42.121.103.17	-	端口未开放	端口未开放
kr01.cdn.aliyun.com	183.61.180.222	80,443	Tengine	80:(403) 已禁止
lingting.aliyun.com	106.15.100.116,106.15.100.124,139.196.67.154,139.196.67.152,106.15.100.115,106.15.100.127,106.15.100.125,106.15.100.122,106.15.100.117,106.15.100.113,106.15.100.126,106.15.100.114	80,443	Tengine	80:(500) 内部服务器错误
maven.aliyun.com	182.92.29.40,182.92.29.54,59.110.251.10,59.110.251.11,182.92.29.53,59.110.251.4,59.110.251.12,59.110.251.9,182.92.29.16,182.92.29.13	80,443	Tengine	80:正常访问
koala.aliyun.com	100.67.165.254	-	端口未开放	端口未开放
nc.cdn.aliyun.com	183.61.180.222	80,443	Tengine	80:(403) 已禁止
nk.cdn.aliyun.com	183.61.180.222	80,443	Tengine	80:(403) 已禁止
origin.cdn.aliyun.com	183.61.180.222	80,443	Tengine	80:(403) 已禁止
oauth.aliyun.com	106.11.62.15	80,443	Tengine	80:(404) 未找到
monitor.test.aliyun.com	10.10.10.10	-	端口未开放	端口未开放
qvyw.cdn.aliyun.com	183.61.180.222	80,443	Tengine	80:(403) 已禁止
query.aliyun.com	140.205.135.3	80,443	Tengine	80:正常访问
pay.mobile.aliyun.com	110.75.167.171	-	端口未开放	端口未开放
shujia.aliyun.com	140.205.230.3	80,443	Tengine/Aserver	80:正常访问
statics.cdn.aliyun.com	183.61.180.222	80,443	Tengine	80:(403) 已禁止
sync.aliyun.com	140.205.172.1	80,443		80:正常访问
rsync.aliyun.com	42.120.61.149	-	端口未开放	端口未开放
tj01.cdn.aliyun.com	183.61.180.222	80,443	Tengine	80:(403) 已禁止
tj02.cdn.aliyun.com	183.61.180.222	80,443	Tengine	80:(403) 已禁止
shurufa.aliyun.com	110.75.162.102	-	端口未开放	端口未开放
ustream.cdn.aliyun.com	183.61.180.222	80,443	Tengine	80:(403) 已禁止
uupiao.cdn.aliyun.com	183.61.180.222	80,443	Tengine	80:(403) 已禁止
wap.cdn.aliyun.com	183.61.180.222	80,443	Tengine	80:(403) 已禁止
wzx.cdn.aliyun.com	183.61.180.222	80,443	Tengine	80:(403) 已禁止
token.aliyun.com	110.75.167.168	-	端口未开放	端口未开放
y2b.cdn.aliyun.com	183.61.180.222	80,443	Tengine	80:(403) 已禁止
volunteer.aliyun.com	10.249.208.73	-	端口未开放	端口未开放
yy.cdn.aliyun.com	183.61.180.222	80,443	Tengine	80:(403) 已禁止
yuming.aliyun.com	140.205.135.3	80,443	Tengine	80:正常访问
zz01.cdn.aliyun.com	183.61.180.222	80,443	Tengine	80:(403) 已禁止
dw.aliyun.com	140.205.172.21	80,443	Tengine/Aserver	80:(404) 未找到
pd.aliyun.com	140.205.230.3	80,443	Tengine/Aserver	80:(404) 未找到
xz.aliyun.com	140.205.172.20	80,443	Tengine/Aserver	80:(405) 不允许的方法
hd.aliyun.com	140.205.172.20	80,443	Tengine/Aserver	80:正常访问
ux.aliyun.com	106.15.100.115,106.15.100.117,106.15.100.113,106.15.100.125,139.196.67.154,106.15.100.126,106.15.100.127,106.15.100.116,106.15.100.122,106.15.100.124,106.15.100.114,139.196.67.152	80,443	Tengine	80:正常访问
ds.aliyun.com	140.205.135.3	80,443	Tengine/Aserver	80:正常访问
xide.aliyun.com	11.192.101.154	-	端口未开放	端口未开放
apm.aliyun.com	203.119.207.129	80,443	Tengine/Aserver	80:正常访问
cdp.aliyun.com	47.97.242.77,47.97.242.79,47.97.242.76,112.124.225.62,47.97.242.83,47.97.242.75,47.97.242.78,47.97.242.81,47.97.242.80,47.97.242.82	80,443	Tengine	80:(405) 不允许的方法
cdf.aliyun.com	106.15.100.125,106.15.100.127,106.15.100.126,106.15.100.114,106.15.100.117,106.15.100.113,106.15.100.116,106.15.100.115,139.196.67.152,106.15.100.122,139.196.67.154,106.15.100.124	80,443	-	80:(404) 未找到
cfd.aliyun.com	203.119.214.114	80,443	Tengine/Aserver	80:(404) 未找到
ccc.aliyun.com	106.15.100.127,106.15.100.115,106.15.100.126,106.15.100.122,139.196.67.154,106.15.100.124,106.15.100.117,106.15.100.113,106.15.100.125,139.196.67.152,106.15.100.116,106.15.100.114	80,443	Tengine/Aserver	80:正常访问
crp.aliyun.com	120.55.198.123	80,443	nginx/1.6.3	80:正常访问
dfs.aliyun.com	106.15.100.117,139.196.67.154,106.15.100.113,106.15.100.125,106.15.100.126,106.15.100.122,106.15.100.116,106.15.100.114,139.196.67.152,106.15.100.127,106.15.100.124,106.15.100.115	80,443	-	80:(404) 未找到
ex.aliyun.com	115.124.18.153	-	端口未开放	端口未开放
gb.aliyun.com	10.250.7.105	-	端口未开放	端口未开放
acm.aliyun.com	106.15.100.99	-	端口未开放	端口未开放
aos.aliyun.com	11.196.22.198,11.196.22.159,11.193.94.196,11.193.94.192,11.196.22.176,11.193.94.198,11.193.94.193,11.196.22.96	-	端口未开放	端口未开放
dap.aliyun.com	11.193.98.71,11.193.98.90	-	端口未开放	端口未开放
dos.aliyun.com	100.67.31.20,100.67.156.214	-	端口未开放	端口未开放
dxp.aliyun.com	223.6.251.107	-	端口未开放	端口未开放
ecc.aliyun.com	110.75.167.168	-	端口未开放	端口未开放
iot.aliyun.com	140.205.172.1	80,443		80:正常访问
kmd.aliyun.com	139.196.67.152,106.15.100.122,106.15.100.115,106.15.100.117,106.15.100.124,106.15.100.127,106.15.100.113,139.196.67.154,106.15.100.126,106.15.100.114,106.15.100.125,106.15.100.116	80,443	aserver/2.0.0	80:(404) 未找到
lbs.aliyun.com	140.205.16.103,42.120.239.125	80,443	Tengine	80:正常访问
hcp.aliyun.com	42.120.226.43	-	端口未开放	端口未开放
mte.aliyun.com	120.55.105.188	80	-	80:(502) 错误的网关
mvp.aliyun.com	106.15.100.126,106.15.100.115,106.15.100.117,106.15.100.127,106.15.100.124,106.15.100.116,139.196.67.152,139.196.67.154,106.15.100.114,106.15.100.122,106.15.100.125,106.15.100.113	80,443	Tengine	80:(500) 内部服务器错误
ims.aliyun.com	10.195.88.69,10.195.137.12	-	端口未开放	端口未开放
npm.aliyun.com	114.55.80.225	80,443	nginx/1.15.6	80:正常访问
ocr.aliyun.com	119.23.169.49,120.25.116.19,119.23.169.45,119.23.169.44,119.23.169.50,119.23.169.48,119.23.169.46,119.23.169.47,119.23.169.43,120.25.116.20	80,443	Tengine	80:(404) 未找到
mts.aliyun.com	140.205.172.20	80,443	Tengine/Aserver	80:正常访问
ods.aliyun.com	140.205.34.12	80,443	Tengine/Aserver	80:(404) 未找到
mdp.aliyun.com	127.0.0.1	-	端口未开放	端口未开放
pmi.aliyun.com	120.55.105.188	80	-	80:(502) 错误的网关
fts.aliyun.com	140.205.155.57	80	获取失败	80:-
mmp.aliyun.com	110.75.167.58	-	端口未开放	端口未开放
sls.aliyun.com	42.120.158.73	80,443	nginx	80:(405) 不允许的方法
ols.aliyun.com	110.75.190.243	-	端口未开放	端口未开放
tco.aliyun.com	106.11.62.15	80,443	Tengine	80:正常访问
sqi.aliyun.com	140.205.135.3	80,443	Tengine	80:尝试自动重定向的次数太多
tds.aliyun.com	223.6.248.21	-	端口未开放	端口未开放
ued.aliyun.com	10.101.82.40	-	端口未开放	端口未开放
ubl.aliyun.com	110.75.169.237	-	端口未开放	端口未开放
