域名	解析IP	开放端口	WEB服务器	网站状态
cyl81885858.me.1688.com	203.119.206.116	80,443	获取失败	80:-
cylzm7916.me.1688.com	203.119.206.116	80,443	获取失败	80:-
cylzm713.me.1688.com	203.119.206.116	80,443	获取失败	80:-
cym909557242.me.1688.com	203.119.206.116	80,443	获取失败	80:-
cyjx0577.cn.1688.com	140.205.34.47	80,443	获取失败	80:-
cylwyz7273.me.1688.com	203.119.206.116	80,443	获取失败	80:-
cynthia163.me.1688.com	203.119.206.116	80,443	获取失败	80:-
cyjly1182.blog.1688.com	203.119.206.116	80,443	获取失败	80:-
cynthia0301.me.1688.com	203.119.206.116	80,443	获取失败	80:-
cyl408.blog.1688.com	203.119.206.116	80,443	获取失败	80:-
cylzs.blog.1688.com	203.119.206.116	80,443	获取失败	80:-
cynthia116.me.1688.com	203.119.206.116	80,443	获取失败	80:-
cx.1688.com	203.119.206.116	80,443	获取失败	80:-
cynoit.cn.1688.com	140.205.34.47	80,443	获取失败	80:-
bb.1688.com	203.119.206.116	80,443	获取失败	80:-
cypp199.me.1688.com	203.119.206.116	80,443	获取失败	80:-
cyl486207.blog.1688.com	203.119.206.116	80,443	获取失败	80:-
cyp891118010.me.1688.com	203.119.206.116	80,443	获取失败	80:-
cypcypg.me.1688.com	203.119.206.116	80,443	获取失败	80:-
abc.1688.com	203.119.206.116	80,443	获取失败	80:-
ab.1688.com	203.119.206.116	80,443	获取失败	80:-
b.1688.com	203.119.206.116	80,443	获取失败	80:-
aa.1688.com	203.119.206.116	80,443	获取失败	80:-
cyprpistonring.1688.com	203.119.206.116	80,443	获取失败	80:-
cypnz.me.1688.com	203.119.206.116	80,443	获取失败	80:-
cypp741130.me.1688.com	203.119.206.116	80,443	获取失败	80:-
cynthia1220.blog.1688.com	203.119.206.116	80,443	获取失败	80:-
k.1688.com	140.205.34.47	80,443	Tengine/Aserver	80:正常访问
cynthia11051984.me.1688.com	203.119.206.116	80,443	获取失败	80:-
cyp938396576.me.1688.com	203.119.206.116	80,443	获取失败	80:-
bc.1688.com	203.119.206.116	80,443	获取失败	80:-
cz.1688.com	203.119.206.116	80,443	获取失败	80:-
d.1688.com	203.119.206.116	80,443	获取失败	80:-
d0.1688.com	203.119.206.116	80,443	获取失败	80:-
s.1688.com	140.205.34.47	80,443	Tengine/Aserver	80:正常访问
a5.1688.com	203.119.206.116	80,443	获取失败	80:-
cq.1688.com	203.119.206.116	80,443	获取失败	80:-
cypft.1688.com	203.119.206.116	80,443	获取失败	80:-
h.1688.com	203.119.206.116	80,443	获取失败	80:-
he.1688.com	203.119.206.116	80,443	获取失败	80:-
r.1688.com	203.119.206.116	80,443	Tengine/Aserver	80:正常访问
cypwys.me.1688.com	203.119.206.116	80,443	获取失败	80:-
n.1688.com	203.119.206.116	80,443	获取失败	80:-
none.1688.com	203.119.206.116	80,443	获取失败	80:-
gps.1688.com	203.119.206.116	80,443	获取失败	80:-
sex.1688.com	203.119.206.116	80,443	获取失败	80:-
no.1688.com	203.119.206.116	80,443	获取失败	80:-
w0.1688.com	203.119.206.116	80,443	获取失败	80:-
w2.1688.com	203.119.206.116	80,443	获取失败	80:-
w3.1688.com	203.119.206.116	80,443	获取失败	80:-
why.1688.com	203.119.206.116	80,443	获取失败	80:-
w4.1688.com	203.119.206.116	80,443	获取失败	80:-
w1.1688.com	203.119.206.116	80,443	获取失败	80:-
x.1688.com	203.119.206.116	80,443	获取失败	80:-
y.1688.com	203.119.206.116	80,443	获取失败	80:-
y1.1688.com	203.119.206.116	80,443	获取失败	80:-
www.1688.com	66.102.255.18,66.102.255.61	80,443	Tengine	80:正常访问
w.1688.com	203.119.206.116	80,443	获取失败	80:-
y0.1688.com	203.119.206.116	80,443	获取失败	80:-
1997.1688.com	203.119.206.116	80,443	获取失败	80:-
2000.1688.com	203.119.206.116	80,443	获取失败	80:-
1998.1688.com	203.119.206.116	80,443	获取失败	80:-
t.1688.com	203.119.206.116	80,443	获取失败	80:-
bj.1688.com	203.119.206.116	80,443	Tengine/Aserver	80:正常访问
help.1688.com	106.11.248.204	443	Tengine/Aserver	443:正常访问
www2.1688.com	203.119.206.116	80,443	获取失败	80:-
2009.1688.com	203.119.206.116	80,443	获取失败	80:-
2011.1688.com	203.119.206.116	80,443	获取失败	80:-
2013.1688.com	203.119.206.116	80,443	获取失败	80:-
2014.1688.com	203.119.206.116	80,443	获取失败	80:-
www1.1688.com	203.119.206.116	80,443	获取失败	80:-
www3.1688.com	203.119.206.116	80,443	获取失败	80:-
www0.1688.com	203.119.206.116	80,443	获取失败	80:-
mall.1688.com	203.119.206.118	80,443	Tengine/Aserver	80:正常访问
mail.1688.com	203.119.206.116	80,443	获取失败	80:-
ss.1688.com	203.119.206.116	80,443	获取失败	80:-
help1.1688.com	203.119.206.116	80,443	获取失败	80:-
pmt.1688.com	203.119.206.116	80,443	获取失败	80:-
josn.1688.com	203.119.206.116	80,443	获取失败	80:-
ver.1688.com	203.119.206.116	80,443	获取失败	80:-
version.1688.com	203.119.206.116	80,443	获取失败	80:-
demo2.1688.com	203.119.206.116	80,443	获取失败	80:-
app.1688.com	140.205.32.54	80,443	Tengine/Aserver	80:正常访问
img1.1688.com	203.119.206.116	80,443	获取失败	80:-
demo.1688.com	203.119.206.116	80,443	获取失败	80:-
new.1688.com	140.205.139.229	-	端口未开放	端口未开放
ai.1688.com	140.205.220.1	80	Tengine/2.1.8_974313	80:(403) 已禁止
img.1688.com	203.119.206.116	80,443	获取失败	80:-
img0.1688.com	203.119.206.116	80,443	获取失败	80:-
apis.1688.com	203.119.206.116	80,443	获取失败	80:-
blog.1688.com	203.119.213.3	443	Tengine/Aserver	443:正常访问
sq.1688.com	106.11.248.204	443	Tengine/Aserver	443:正常访问
img7.1688.com	203.119.206.116	80,443	获取失败	80:-
img6.1688.com	203.119.206.116	80,443	获取失败	80:-
apps.1688.com	203.119.213.3	443	获取失败	443:-
img2.1688.com	203.119.206.116	80,443	获取失败	80:-
move.1688.com	203.119.206.116	80,443	获取失败	80:-
delete.1688.com	203.119.206.116	80,443	获取失败	80:-
shuqian.1688.com	203.119.206.116	80,443	获取失败	80:-
mini.1688.com	203.119.206.116	80,443	获取失败	80:-
error.1688.com	203.119.206.116	80,443	获取失败	80:-
read.1688.com	203.119.206.116	80,443	获取失败	80:-
remove.1688.com	203.119.206.116	80,443	获取失败	80:-
cat.1688.com	203.119.206.116	80,443	获取失败	80:-
dog.1688.com	203.119.206.116	80,443	获取失败	80:-
bae.1688.com	203.119.206.116	80,443	获取失败	80:-
br.1688.com	203.119.206.116	80,443	获取失败	80:-
999.1688.com	203.119.206.116	80,443	获取失败	80:-
vs.1688.com	203.119.206.116	80,443	获取失败	80:-
buy.1688.com	106.11.248.204	443	Tengine/Aserver	443:正常访问
ps.1688.com	203.119.206.116	80,443	获取失败	80:-
shit.1688.com	203.119.206.116	80,443	获取失败	80:-
war.1688.com	203.119.206.116	80,443	获取失败	80:-
administrator.1688.com	203.119.206.116	80,443	获取失败	80:-
mi.1688.com	203.119.206.116	80,443	获取失败	80:-
sea.1688.com	203.119.206.116	80,443	获取失败	80:-
game.1688.com	203.119.206.116	80,443	获取失败	80:-
beta.1688.com	203.119.206.116	80,443	获取失败	80:-
cp.1688.com	203.119.206.116	80,443	获取失败	80:-
reports.1688.com	203.119.206.116	80,443	获取失败	80:-
root.1688.com	203.119.206.116	80,443	获取失败	80:-
report.1688.com	203.119.206.116	80,443	获取失败	80:-
win.1688.com	203.119.206.116	80,443	获取失败	80:-
windowns.1688.com	203.119.206.116	80,443	获取失败	80:-
windown.1688.com	203.119.206.116	80,443	获取失败	80:-
z-log.1688.com	203.119.206.116	80,443	获取失败	80:-
msg0.1688.com	203.119.206.116	80,443	获取失败	80:-
apple.1688.com	203.119.206.116	80,443	获取失败	80:-
by.1688.com	203.119.206.116	80,443	获取失败	80:-
download.1688.com	66.231.239.95,66.231.239.96	80,443	Tengine	80:(403) 已禁止
groups.1688.com	203.119.206.116	80,443	获取失败	80:-
hello.1688.com	203.119.206.116	80,443	获取失败	80:-
install.1688.com	203.119.206.116	80,443	获取失败	80:-
guest.1688.com	203.119.206.116	80,443	获取失败	80:-
down.1688.com	203.119.206.116	80,443	Tengine/Aserver	80:正常访问
port2.1688.com	203.119.206.116	80,443	获取失败	80:-
wordpress.1688.com	203.119.206.116	80,443	获取失败	80:-
port3.1688.com	203.119.206.116	80,443	获取失败	80:-
us.1688.com	203.119.206.116	80,443	获取失败	80:-
en.1688.com	203.119.206.116	80,443	获取失败	80:-
id.1688.com	203.119.206.116	80,443	获取失败	80:-
express.1688.com	203.119.206.116	80,443	获取失败	80:-
down6.1688.com	203.119.206.116	80,443	获取失败	80:-
down5.1688.com	203.119.206.116	80,443	获取失败	80:-
download4.1688.com	203.119.206.116	80,443	获取失败	80:-
online.1688.com	203.119.206.116	80,443	获取失败	80:-
down3.1688.com	203.119.206.116	80,443	获取失败	80:-
down1.1688.com	203.119.206.116	80,443	获取失败	80:-
download1.1688.com	203.119.206.116	80,443	获取失败	80:-
download2.1688.com	203.119.206.116	80,443	获取失败	80:-
download3.1688.com	203.119.206.116	80,443	获取失败	80:-
alpha.1688.com	203.119.206.116	80,443	获取失败	80:-
push3.1688.com	203.119.206.116	80,443	获取失败	80:-
shouji.1688.com	106.11.248.204	443	Tengine/Aserver	443:正常访问
admin.1688.com	203.119.206.116	80,443	获取失败	80:-
down4.1688.com	203.119.206.116	80,443	获取失败	80:-
push2.1688.com	203.119.206.116	80,443	获取失败	80:-
down0.1688.com	203.119.206.116	80,443	获取失败	80:-
down2.1688.com	203.119.206.116	80,443	获取失败	80:-
huodong.1688.com	140.205.34.47	80,443	Tengine/Aserver	80:正常访问
push0.1688.com	203.119.206.116	80,443	获取失败	80:-
get.1688.com	203.119.206.116	80,443	获取失败	80:-
date.1688.com	203.119.206.116	80,443	获取失败	80:-
try.1688.com	203.119.206.116	80,443	获取失败	80:-
web.1688.com	203.119.206.116	80,443	获取失败	80:-
360.1688.com	203.119.206.116	80,443	获取失败	80:-
2012.1688.com	106.11.248.204	443	获取失败	443:-
yun.1688.com	140.205.34.47	80,443	Tengine/Aserver	80:正常访问
webapi.1688.com	203.119.206.116	80,443	获取失败	80:-
response.1688.com	203.119.206.116	80,443	获取失败	80:-
request.1688.com	203.119.206.116	80,443	获取失败	80:-
portal.1688.com	203.119.206.116	80,443	获取失败	80:-
theme.1688.com	203.119.206.116	80,443	获取失败	80:-
china.1688.com	203.119.206.116	80,443	获取失败	80:-
account.1688.com	203.119.206.116	80,443	获取失败	80:-
author.1688.com	203.119.206.116	80,443	获取失败	80:-
flash.1688.com	203.119.206.116	80,443	获取失败	80:-
apiserver.1688.com	203.119.206.116	80,443	获取失败	80:-
server.1688.com	203.119.206.116	80,443	获取失败	80:-
server4.1688.com	203.119.206.116	80,443	获取失败	80:-
server3.1688.com	203.119.206.116	80,443	获取失败	80:-
server5.1688.com	203.119.206.116	80,443	获取失败	80:-
tw.1688.com	140.205.32.54	80,443	Tengine/Aserver	80:正常访问
service.1688.com	203.119.206.116	80,443	获取失败	80:-
service0.1688.com	203.119.206.116	80,443	获取失败	80:-
push.1688.com	203.119.206.116	80,443	获取失败	80:-
download0.1688.com	203.119.206.116	80,443	获取失败	80:-
push1.1688.com	203.119.206.116	80,443	获取失败	80:-
view.1688.com	140.205.34.47	80,443	Tengine/Aserver	80:正常访问
yunpan.1688.com	203.119.206.116	80,443	获取失败	80:-
mp4.1688.com	106.11.248.204	443	Tengine/Aserver	443:正常访问
test0.1688.com	203.119.206.116	80,443	获取失败	80:-
love.1688.com	203.119.206.116	80,443	获取失败	80:-
master.1688.com	203.119.206.116	80,443	获取失败	80:-
sub.1688.com	203.119.206.116	80,443	获取失败	80:-
music0.1688.com	203.119.206.116	80,443	获取失败	80:-
music.1688.com	203.119.206.116	80,443	获取失败	80:-
webmaster.1688.com	203.119.206.116	80,443	获取失败	80:-
kiss.1688.com	203.119.206.116	80,443	获取失败	80:-
sec.1688.com	203.119.206.118	80,443	Tengine/Aserver	80:正常访问
youxi.1688.com	203.119.206.116	80,443	获取失败	80:-
mp3.1688.com	203.119.206.116	80,443	获取失败	80:-
mp5.1688.com	203.119.206.116	80,443	获取失败	80:-
full.1688.com	203.119.206.116	80,443	获取失败	80:-
plus5.1688.com	203.119.206.116	80,443	获取失败	80:-
plus3.1688.com	203.119.206.116	80,443	获取失败	80:-
upgrade.1688.com	203.119.206.116	80,443	获取失败	80:-
on.1688.com	203.119.206.116	80,443	获取失败	80:-
update.1688.com	203.119.206.116	80,443	获取失败	80:-
adm.1688.com	203.119.206.116	80,443	获取失败	80:-
pm25.1688.com	203.119.206.116	80,443	获取失败	80:-
admi.1688.com	203.119.206.116	80,443	获取失败	80:-
line.1688.com	203.119.206.116	80,443	获取失败	80:-
show.1688.com	66.198.178.50,66.198.178.124	80,443	Tengine	80:(404) 未找到
zip.1688.com	203.119.206.116	80,443	获取失败	80:-
show4.1688.com	203.119.206.116	80,443	获取失败	80:-
show5.1688.com	203.119.206.116	80,443	获取失败	80:-
tieba.1688.com	203.119.206.116	80,443	获取失败	80:-
ad.1688.com	203.119.206.116	80,443	获取失败	80:-
ads.1688.com	203.119.206.116	80,443	获取失败	80:-
run.1688.com	203.119.206.116	80,443	获取失败	80:-
dl.1688.com	203.119.206.116	80,443	获取失败	80:-
anquan.1688.com	203.119.206.116	80,443	获取失败	80:-
tools3.1688.com	203.119.206.116	80,443	获取失败	80:-
gl.1688.com	203.119.206.116	80,443	获取失败	80:-
aq.1688.com	203.119.206.116	80,443	获取失败	80:-
bank.1688.com	203.119.206.116	80,443	获取失败	80:-
zhidao.1688.com	203.119.206.116	80,443	获取失败	80:-
image.1688.com	203.119.206.116	80,443	获取失败	80:-
pic0.1688.com	203.119.206.116	80,443	获取失败	80:-
security.1688.com	203.119.206.116	80,443	获取失败	80:-
lan.1688.com	203.119.206.116	80,443	获取失败	80:-
clear.1688.com	203.119.206.116	80,443	获取失败	80:-
wan.1688.com	203.119.206.116	80,443	获取失败	80:-
wiki.1688.com	203.119.206.116	80,443	获取失败	80:-
client.1688.com	203.119.206.116	80,443	获取失败	80:-
atm.1688.com	203.119.206.116	80,443	获取失败	80:-
say.1688.com	203.119.206.116	80,443	获取失败	80:-
kf.1688.com	203.119.206.116	80,443	获取失败	80:-
print.1688.com	203.119.206.116	80,443	获取失败	80:-
doc.1688.com	140.205.251.6	80,443	Tengine/Aserver	80:正常访问
monitor.1688.com	203.119.206.116	80,443	获取失败	80:-
homepage.1688.com	203.119.206.116	80,443	获取失败	80:-
money.1688.com	203.119.206.116	80,443	获取失败	80:-
lib0.1688.com	203.119.206.116	80,443	获取失败	80:-
lib.1688.com	203.119.206.116	80,443	获取失败	80:-
lib2.1688.com	203.119.206.116	80,443	获取失败	80:-
lib1.1688.com	203.119.206.116	80,443	获取失败	80:-
pic.1688.com	140.205.250.49	80,443	Tengine/Aserver	80:正常访问
mssql.1688.com	203.119.206.116	80,443	获取失败	80:-
sqlserver.1688.com	203.119.206.116	80,443	获取失败	80:-
python.1688.com	203.119.206.116	80,443	获取失败	80:-
oracle.1688.com	203.119.206.116	80,443	获取失败	80:-
mysql.1688.com	203.119.206.116	80,443	获取失败	80:-
virtual.1688.com	203.119.206.116	80,443	获取失败	80:-
asp.1688.com	203.119.206.116	80,443	获取失败	80:-
ditu.1688.com	140.205.34.47	80,443	获取失败	80:-
a.auth-ns.1688.com	203.119.206.116	80,443	Tengine/Aserver	80:(404) 未找到
photo.1688.com	203.119.206.116	80,443	获取失败	80:-
alias.1688.com	203.119.206.116	80,443	获取失败	80:-
click.1688.com	106.11.211.218	80,443	Tengine	80:正常访问
menu.1688.com	203.119.206.116	80,443	获取失败	80:-
firewall.1688.com	203.119.206.116	80,443	获取失败	80:-
menus.1688.com	203.119.206.116	80,443	获取失败	80:-
release.1688.com	203.119.206.116	80,443	获取失败	80:-
debug.1688.com	203.119.206.116	80,443	获取失败	80:-
dll.1688.com	203.119.206.116	80,443	获取失败	80:-
a01.1688.com	203.119.206.116	80,443	获取失败	80:-
a02.1688.com	203.119.206.116	80,443	获取失败	80:-
academico.1688.com	203.119.206.116	80,443	获取失败	80:-
abhsia.1688.com	203.119.206.116	80,443	获取失败	80:-
about.1688.com	203.119.206.116	80,443	获取失败	80:-
acceso.1688.com	203.119.206.116	80,443	获取失败	80:-
ac.1688.com	203.119.206.116	80,443	获取失败	80:-
color.1688.com	203.119.206.116	80,443	获取失败	80:-
af.1688.com	140.205.34.47	80,443	Tengine/Aserver	80:正常访问
path.1688.com	203.119.206.116	80,443	获取失败	80:-
accounts.1688.com	203.119.206.116	80,443	获取失败	80:-
accounting.1688.com	203.119.206.116	80,443	获取失败	80:-
access.1688.com	203.119.206.116	80,443	获取失败	80:-
acessonet.1688.com	203.119.206.116	80,443	获取失败	80:-
exe.1688.com	203.119.206.116	80,443	获取失败	80:-
adsl.1688.com	203.119.206.116	80,443	获取失败	80:-
albq.1688.com	203.119.206.116	80,443	获取失败	80:-
ak.1688.com	203.119.206.116	80,443	获取失败	80:-
albuquerque.1688.com	203.119.206.116	80,443	获取失败	80:-
ajax.1688.com	203.119.206.116	80,443	获取失败	80:-
alaska.1688.com	203.119.206.116	80,443	获取失败	80:-
am.1688.com	203.119.206.116	80,443	获取失败	80:-
alerts.1688.com	203.119.206.116	80,443	获取失败	80:-
alterwind.1688.com	203.119.206.116	80,443	获取失败	80:-
alestra.1688.com	203.119.206.116	80,443	获取失败	80:-
amedd.1688.com	203.119.206.116	80,443	获取失败	80:-
amarillo.1688.com	203.119.206.116	80,443	获取失败	80:-
app01.1688.com	203.119.206.116	80,443	获取失败	80:-
app1.1688.com	203.119.206.116	80,443	获取失败	80:-
arc.1688.com	203.119.206.116	80,443	获取失败	80:-
application.1688.com	203.119.206.116	80,443	获取失败	80:-
applwi.1688.com	203.119.206.116	80,443	获取失败	80:-
applications.1688.com	203.119.206.116	80,443	获取失败	80:-
appserver.1688.com	203.119.206.116	80,443	获取失败	80:-
hi.1688.com	203.119.206.116	80,443	Tengine/Aserver	80:正常访问
ar.1688.com	203.119.206.116	80,443	获取失败	80:-
asianet.1688.com	203.119.206.116	80,443	获取失败	80:-
asterix.1688.com	203.119.206.116	80,443	获取失败	80:-
at.1688.com	203.119.206.116	80,443	获取失败	80:-
atlas.1688.com	203.119.206.116	80,443	获取失败	80:-
atlanta.1688.com	203.119.206.116	80,443	获取失败	80:-
att.1688.com	203.119.206.116	80,443	获取失败	80:-
mm.1688.com	106.11.248.204	443	获取失败	443:-
ba.1688.com	140.205.34.47	80,443	Tengine/Aserver	80:(404) 未找到
adslgp.1688.com	203.119.206.116	80,443	获取失败	80:-
asm.1688.com	203.119.206.116	80,443	获取失败	80:-
alabama.1688.com	203.119.206.116	80,443	获取失败	80:-
akamai.1688.com	203.119.206.116	80,443	获取失败	80:-
bz.1688.com	140.205.251.6	80,443	Tengine/Aserver	80:正常访问
al.1688.com	203.119.206.116	80,443	获取失败	80:-
free.1688.com	140.205.34.47	80,443	获取失败	80:-
apollo.1688.com	203.119.206.116	80,443	获取失败	80:-
auto.1688.com	140.205.32.54	80,443	Tengine/Aserver	80:正常访问
data.1688.com	140.205.251.6	80,443	获取失败	80:-
ec.1688.com	140.205.251.6	80,443	Tengine/Aserver	80:正常访问
americas.1688.com	203.119.206.116	80,443	获取失败	80:-
ee.1688.com	140.205.34.47	80,443	Tengine/Aserver	80:正常访问
fr.1688.com	140.205.251.6	80,443	Tengine/Aserver	80:正常访问
fl.1688.com	140.205.251.6	80,443	获取失败	80:-
gs.1688.com	140.205.251.6	80,443	Tengine/Aserver	80:正常访问
gd.1688.com	140.205.34.47	80,443	Tengine/Aserver	80:正常访问
athena.1688.com	140.205.251.6	80,443	获取失败	80:-
guanjia.1688.com	203.119.206.118	80,443	Tengine/Aserver	80:正常访问
japan.1688.com	140.205.251.6	80,443	Tengine/Aserver	80:正常访问
home.1688.com	140.205.34.47	80,443	Tengine/Aserver	80:正常访问
marketing.1688.com	140.205.32.54	80,443	Tengine/Aserver	80:正常访问
me.1688.com	203.119.206.116	80,443	获取失败	80:-
re.1688.com	140.205.250.49	80,443	Tengine/Aserver	80:正常访问
media.1688.com	203.119.206.118	80,443	获取失败	80:-
res.1688.com	203.119.206.118	80,443	Tengine/Aserver	80:正常访问
sl.1688.com	140.205.32.54	80,443	Tengine/Aserver	80:正常访问
3g.1688.com	140.205.251.6	80,443	Tengine/Aserver	80:正常访问
3c.1688.com	140.205.32.54	80,443	Tengine/Aserver	80:正常访问
p8.1688.com	140.205.32.54	80,443	Tengine/Aserver	80:正常访问
tech.1688.com	127.0.0.1	-	端口未开放	端口未开放
94.1688.com	140.205.32.54	80,443	获取失败	80:-
tk.1688.com	140.205.32.54	80,443	Tengine/Aserver	80:正常访问
xp.1688.com	42.156.140.12	80,443	Tengine	80:正常访问
pai.1688.com	140.205.32.54	80,443	Tengine/Aserver	80:正常访问
job.1688.com	140.205.32.54	80,443	Tengine/Aserver	80:正常访问
top.1688.com	140.205.32.54	80,443	获取失败	80:-
air.1688.com	66.102.255.61,66.102.255.18	80,443	Tengine	80:(404) 未找到
car.1688.com	140.205.32.54	80,443	Tengine/Aserver	80:正常访问
enjoy.1688.com	140.205.32.54	80,443	Tengine/Aserver	80:正常访问
subject.1688.com	140.205.32.54	80,443	Tengine/Aserver	80:正常访问
index.1688.com	140.205.32.54	80,443	Tengine/Aserver	80:正常访问
up.1688.com	203.119.214.105,203.119.128.136	80	Tengine/Aserver	80:正常访问
light.1688.com	140.205.32.54	80,443	Tengine/Aserver	80:正常访问
company.1688.com	140.205.32.54	80,443	Tengine/Aserver	80:正常访问
industry.1688.com	140.205.34.47	80,443	Tengine/Aserver	80:正常访问
food.1688.com	140.205.32.54	80,443	Tengine/Aserver	80:正常访问
rule.1688.com	203.119.205.244	80,443	Tengine/Aserver	80:正常访问
suggest.1688.com	140.205.32.54	80,443	Tengine/Aserver	80:正常访问
garden.1688.com	140.205.32.54	80,443	获取失败	80:-
sport.1688.com	140.205.32.54	80,443	Tengine/Aserver	80:正常访问
universal.1688.com	203.119.213.3	443	获取失败	443:-
liberty.1688.com	203.119.213.3	443	获取失败	443:-
wise.1688.com	203.119.213.3	443	获取失败	443:-
sad.1688.com	203.119.213.3	443	获取失败	443:-
tube.1688.com	203.119.213.3	443	获取失败	443:-
sentence.1688.com	203.119.213.3	443	获取失败	443:-
accident.1688.com	203.119.213.3	443	获取失败	443:-
extensive.1688.com	203.119.213.3	443	获取失败	443:-
childhood.1688.com	203.119.213.3	443	获取失败	443:-
rent.1688.com	203.119.213.3	443	获取失败	443:-
noise.1688.com	203.119.213.3	443	获取失败	443:-
sister.1688.com	203.119.213.3	443	获取失败	443:-
angry.1688.com	203.119.213.3	443	获取失败	443:-
possess.1688.com	203.119.213.3	443	获取失败	443:-
disappear.1688.com	203.119.213.3	443	获取失败	443:-
twist.1688.com	203.119.213.3	443	获取失败	443:-
comparison.1688.com	203.119.213.3	443	获取失败	443:-
defeat.1688.com	203.119.213.3	443	获取失败	443:-
efficiency.1688.com	203.119.213.3	443	获取失败	443:-
fence.1688.com	203.119.213.3	443	获取失败	443:-
anger.1688.com	203.119.213.3	443	获取失败	443:-
steel.1688.com	140.205.32.54	80,443	Tengine/Aserver	80:正常访问
wing.1688.com	203.119.213.3	443	获取失败	443:-
preach.1688.com	203.119.213.3	443	获取失败	443:-
kick.1688.com	203.119.213.3	443	获取失败	443:-
delay.1688.com	203.119.213.3	443	获取失败	443:-
pour.1688.com	203.119.213.3	443	获取失败	443:-
damage.1688.com	203.119.213.3	443	获取失败	443:-
stair.1688.com	203.119.213.3	443	获取失败	443:-
gentleman.1688.com	203.119.213.3	443	获取失败	443:-
hire.1688.com	203.119.213.3	443	获取失败	443:-
everywhere.1688.com	203.119.213.3	443	获取失败	443:-
mechanism.1688.com	203.119.213.3	443	获取失败	443:-
funny.1688.com	203.119.213.3	443	获取失败	443:-
cow.1688.com	203.119.213.3	443	获取失败	443:-
insurance.1688.com	203.119.213.3	443	获取失败	443:-
egg.1688.com	203.119.213.3	443	获取失败	443:-
efficient.1688.com	203.119.213.3	443	获取失败	443:-
reduction.1688.com	203.119.213.3	443	获取失败	443:-
grand.1688.com	203.119.213.3	443	获取失败	443:-
lesson.1688.com	203.119.213.3	443	获取失败	443:-
pile.1688.com	203.119.213.3	443	获取失败	443:-
harbor.1688.com	203.119.213.3	443	获取失败	443:-
violence.1688.com	203.119.213.3	443	获取失败	443:-
camera.1688.com	203.119.213.3	443	获取失败	443:-
verb.1688.com	203.119.213.3	443	获取失败	443:-
hurt.1688.com	203.119.213.3	443	获取失败	443:-
excess.1688.com	203.119.213.3	443	获取失败	443:-
